Example No.,TR-FRET (GDP) IC50 (nM),pERK IC50 (nM),SPR Keq (nM),SMILES,Image from Patent,Structure,curated IUPAC,IUPAC salt free,salt,stereo comment,Smiles (2),Smiles (Canonical),calculated mass,MS Info (patent),molweight (patent),diff molweight,SPR Keq (nM) (NX),TR-FRET (GDP) IC50 (nM) (NX),pERK IC50 (NX),R1,R2,R3,R4,Core of [Smiles (2)] for [Ad-hoc query] in [Ad-hoc list],rdkit:TPSA,status,comment,FG Status,Details,FG Comment,Prediction Status,Prob(<= 3 cm-6/s),LE-MDCK Classification,status (2),comment (2),FG Status (2),Details (2),FG Comment (2),Prediction Status (2),Prob(<= -5 cm/s),PAMPA Classification,status (3),comment (3),FG Status (3),Details (3),Prob(<= 10 uM),FG Comment (3),Prediction Status (3),pH6.8 HT Solubility Classification,status (4),comment (4),FG Status (4),Details (4),FG Comment (4),Prediction Status (4),nibr:logD(pH=7.4),status (5),comment (5),FG Status (5),Details (5),FG Comment (5),Prediction Status (5),nibr:logP,status (6),comment (6),map:HLM_CLint (0.95 confidence interval),map:HLM_CLint,status (7),comment (7),map:RLM_CLint (0.95 confidence interval),map:RLM_CLint
75,240.4,,303.7,OC1=CC(C2=C(F)C3=NC(OCCCO)=NC(N4C[C@@](N5)([H])CC[C@@]5([H])C4)=C3C=N2)=C6C=CC=CC6=C1,,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(3-hydroxypropoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(3-hydroxypropoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(3-hydroxypropoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC(OCCCO)=NC(N4C[C@@](N5)([H])CC[C@@]5([H])C4)=C3C=N2)=C6C=CC=CC6=C1,OCCCOc1nc(N2C[C@@H]3CC[C@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,475.2019679269,(M+H).,476.2,0.998032073100035,303.7,240.4,,OCCCO[*:1],C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,103.63,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.8552389740943909, ""> 3"": 0.14476101100444794}}",,OK,0.855238974094391,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.6180886697613542, ""> -5"": 0.38191133023864565}}",,OK,0.618088669761354,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.032957077, '> 10uM': 0.9670429}}",0.0329570770263672,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,1.89511537952341,OK,correct SMILES,OK,{},,OK,3.62639753950622,OK,correct SMILES,1.37506879156,<=25 uL/min/mg,OK,correct SMILES,0.4918826413,<30 uL/min/mg
76,131.2,7412.9,196.9,OC1=CC(C2=C(F)C3=NC(N4CC5(COCC5)C4)=NC(N6C[C@@](N7)([H])CC[C@@]7([H])C6)=C3C=N2)=C8C=CC=CC8=C1,,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(6-oxa-2-azaspiro[3.4]octan-2-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(6-oxa-2-azaspiro[3.4]octan-2-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(6-oxa-2-azaspiro[3.4]octan-2-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC(N4CC5(COCC5)C4)=NC(N6C[C@@](N7)([H])CC[C@@]7([H])C6)=C3C=N2)=C8C=CC=CC8=C1,Oc1cc(-c2ncc3c(N4C[C@@H]5CC[C@H](C4)N5)nc(N4CC5(CCOC5)C4)nc3c2F)c2ccccc2c1,512.2336024063,(M+H).,513.3,1.0663975937,196.9,131.2,7412.9,C1CC2(CO1)CN([*:1])C2,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,86.64,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.8470607995986938, ""> 3"": 0.15293921530246735}}",,OK,0.847060799598694,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.39493733826200866, ""> -5"": 0.6050626617379912}}",,OK,0.394937338262009,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.08662695, '> 10uM': 0.91337305}}",0.0866269469261169,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.24391495967469,OK,correct SMILES,OK,{},,OK,4.06639157188193,OK,correct SMILES,0.617200684744,Inconclusive,OK,correct SMILES,0.546055415094,Inconclusive
77,3137.6,,3065.8,OC1=CC(C2=C(F)C3=NC(N4[C@H](CO)CCC4)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((S)-2-(hydroxymethyl)pyrrolidin-1-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((S)-2-(hydroxymethyl)pyrrolidin-1-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((S)-2-(hydroxymethyl)pyrrolidin-1-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC(N4[C@H](CO)CCC4)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,OC[C@@H]1CCCN1c1nc(N2C[C@@H]3CC[C@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,500.2336024063,(M+H).,501.2,0.966397593700037,3065.8,3137.6,,OC[C@@H]1CCCN1[*:1],C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,97.64,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9513599276542664, ""> 3"": 0.04864009469747543}}",,OK,0.951359927654266,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.5923809684945932, ""> -5"": 0.40761903150540674}}",,OK,0.592380968494593,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.03338808, '> 10uM': 0.9666119}}",0.033388078212738,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.56457236819738,OK,correct SMILES,OK,{},,OK,4.25455692784047,OK,correct SMILES,1.23133571412,Inconclusive,OK,correct SMILES,0.5703205187,<30 uL/min/mg
78,358.3,,367.5,OC1=CC(C2=C(C3=NC(OC4CCN(C(C)=O)CC4)=NC(N5C[C@]6([H])N[C@]([H])(C5)CC6)=C3C=N2)F)=C7C=CC=CC7=C1,,"1-(4-((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(3-hydroxynaphthalen-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)piperidin-1-yl)ethan-1-one","1-(4-((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(3-hydroxynaphthalen-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)piperidin-1-yl)ethan-1-one","1-(4-((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(3-hydroxynaphthalen-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)piperidin-1-yl)ethan-1-one",,,CC(N1CCC(OC2=NC(N3C[C@@](N4)([H])CC[C@@]4([H])C3)=C(C=NC(C5=C6C=CC=CC6=CC(O)=C5)=C7F)C7=N2)CC1)=O,CC(=O)N1CCC(Oc2nc(N3C[C@@H]4CC[C@H](C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,542.2441670926,(M+H).,543.3,1.05583290739992,367.5,358.3,,CC(=O)N1CCC(O[*:1])CC1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,103.71,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9067316055297852, ""> 3"": 0.09326840937137604}}",,OK,0.906731605529785,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.58407900980216, ""> -5"": 0.41592099019784007}}",,OK,0.58407900980216,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.030032694, '> 10uM': 0.9699673}}",0.0300326943397522,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,1.97403574618163,OK,correct SMILES,OK,{},,OK,3.99573527678187,OK,correct SMILES,1.2791130726,Inconclusive,OK,correct SMILES,0.512677029592,<30 uL/min/mg
79,336.5,,,OC1=CC(C2=C(F)C3=NC(OC4CCSCC4)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((tetrahydro-2H-thiopyran-4-yl)oxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((tetrahydro-2H-thiopyran-4-yl)oxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((tetrahydro-2H-thiopyran-4-yl)oxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC(OC4CCSCC4)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,Oc1cc(-c2ncc3c(N4C[C@@H]5CC[C@H](C4)N5)nc(OC4CCSCC4)nc3c2F)c2ccccc2c1,517.194774059,(M+H).,518.2,1.00522594100005,,336.5,,C1CC(O[*:1])CCS1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,83.4,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9608373045921326, ""> 3"": 0.03916269913315773}}",,OK,0.960837304592133,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.40620834481488716, ""> -5"": 0.593791655185113}}",,OK,0.406208344814887,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.3604939, '> 10uM': 0.6395061}}",0.360493898391724,,OK,inconclusive,OK,correct SMILES,OK,{},,OK,2.82578197248942,OK,correct SMILES,OK,{},,OK,4.92602806759751,OK,correct SMILES,1.38309433754,Inconclusive,OK,correct SMILES,0.410820836881,Inconclusive
80,646.9,,,OC1=CC(C2=C(F)C3=NC(OC4CCC(F)(F)CC4)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-2-((4,4-difluorocyclohexyl)oxy)-8-fluoropyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-2-((4,4-difluorocyclohexyl)oxy)-8-fluoropyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-2-((4,4-difluorocyclohexyl)oxy)-8-fluoropyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC(OC4CCC(F)(F)CC4)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,Oc1cc(-c2ncc3c(N4C[C@@H]5CC[C@H](C4)N5)nc(OC4CCC(F)(F)CC4)nc3c2F)c2ccccc2c1,535.219509769,(M+H).,536.2,0.98049023100009,,646.9,,FC1(F)CCC(O[*:1])CC1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,83.4,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9185923337936401, ""> 3"": 0.08140768855810165}}",,OK,0.91859233379364,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.35085947346914365, ""> -5"": 0.6491405265308562}}",,OK,0.350859473469144,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.37867105, '> 10uM': 0.62132895}}",0.378671050071716,,OK,inconclusive,OK,correct SMILES,OK,{},,OK,3.47609311452136,OK,correct SMILES,OK,{},,OK,5.51193904006451,OK,correct SMILES,1.29148011715,Inconclusive,OK,correct SMILES,0.354132326107,Inconclusive
81,152.9,8288.3,320.6,OC1=CC(C2=C(F)C3=NC(OCCC(F)(F)F)=NC(N4C[C@@](N5)([H])CC[C@@]5([H])C4)=C3C=N2)=C6C=CC=CC6=C1,,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(3,3,3-trifluoropropoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(3,3,3-trifluoropropoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(3,3,3-trifluoropropoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC(OCCC(F)(F)F)=NC(N4C[C@@](N5)([H])CC[C@@]5([H])C4)=C3C=N2)=C6C=CC=CC6=C1,Oc1cc(-c2ncc3c(N4C[C@@H]5CC[C@H](C4)N5)nc(OCCC(F)(F)F)nc3c2F)c2ccccc2c1,513.1787878085,(M+H).,514.2,1.02121219150001,320.6,152.9,8288.3,FC(F)(F)CCO[*:1],C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,83.4,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.7603857517242432, ""> 3"": 0.23961421847343445}}",,OK,0.760385751724243,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.28342458153988725, ""> -5"": 0.7165754184601129}}",,OK,0.283424581539887,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.12376636, '> 10uM': 0.87623364}}",0.123766362667084,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.49686682450857,OK,correct SMILES,OK,{},,OK,4.78274403469818,OK,correct SMILES,1.07831710306,Inconclusive,OK,correct SMILES,0.532627065843,Inconclusive
82,226.8,,214.8,OC1=CC(C2=C(C3=NC(OC4CCS(CC4)=O)=NC(N5C[C@]6([H])N[C@]([H])(C5)CC6)=C3C=N2)F)=C7C=CC=CC7=C1,,"4-((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(3-hydroxynaphthalen-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)tetrahydro-2H-thiopyran 1-oxide","4-((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(3-hydroxynaphthalen-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)tetrahydro-2H-thiopyran 1-oxide","4-((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(3-hydroxynaphthalen-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)tetrahydro-2H-thiopyran 1-oxide",,,OC1=CC(C2=C(F)C3=NC(OC(CC4)CCS4=O)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,O=S1CCC(Oc2nc(N3C[C@@H]4CC[C@H](C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,533.1896886811,(M+H).,534.1,0.910311318900085,214.8,226.8,,O=S1CCC(O[*:1])CC1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,100.47,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.8788009285926819, ""> 3"": 0.1211990937590599}}",,OK,0.878800928592682,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.4569842568021659, ""> -5"": 0.543015743197834}}",,OK,0.456984256802166,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.099117756, '> 10uM': 0.90088224}}",0.0991177558898926,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.15386407887,OK,correct SMILES,OK,{},,OK,4.14768873114608,OK,correct SMILES,1.3966551122,Inconclusive,OK,correct SMILES,0.488610120288,<30 uL/min/mg
83,8694.9,,,O=C1CCC2(COC3=NC(N4C[C@@](N5)([H])CC[C@@]5([H])C4)=C(C=NC(C6=C7C(Cl)=CC=CC7=CC=C6)=C8F)C8=N3)CCCN21,,"7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-3H-pyrrolizin-3-one","7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-3H-pyrrolizin-3-one bis(2,2,2-trifluoroacetate)","7a-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-3H-pyrrolizin-3-one"," bis(2,2,2-trifluoroacetate)",,O=C1CCC2(COC3=NC(N4C[C@@](N5)([H])CC[C@@]5([H])C4)=C(C=NC(C6=C7C(Cl)=CC=CC7=CC=C6)=C8F)C8=N3)CCCN21,O=C1CCC2(COc3nc(N4C[C@@H]5CC[C@H](C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12,572.2102801484,"[M+H],",573.2,0.989719851600057,,8694.9,,O=C1CCC2(CO[*:1])CCCN12,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Clc1cccc2cccc([*:4])c12,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,83.48,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.8162122368812561, ""> 3"": 0.1837877780199051}}",,OK,0.816212236881256,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.34508694566443215, ""> -5"": 0.6549130543355676}}",,OK,0.345086945664432,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.27358842, '> 10uM': 0.7264116}}",0.273588418960571,,OK,inconclusive,OK,correct SMILES,OK,{},,OK,3.21813872519782,OK,correct SMILES,OK,{},,OK,4.84124551107312,OK,correct SMILES,0.355060472281,Inconclusive,OK,correct SMILES,0.972891125472,Inconclusive
84,31.7,5722.3,14.4,OC1=CC(C2=C(F)C3=NC(OCCN4C=CN=C4C)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(2-(2-methyl-1H-imidazol-1-yl)ethoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(2-(2-methyl-1H-imidazol-1-yl)ethoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(2-(2-methyl-1H-imidazol-1-yl)ethoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC(OCCN4C=CN=C4C)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,Cc1nccn1CCOc1nc(N2C[C@@H]3CC[C@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,525.2288513794,(M+H).,526.2,0.971148620600047,14.4,31.7,5722.3,Cc1nccn1CCO[*:1],C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,101.22,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.8581964373588562, ""> 3"": 0.141803577542305}}",,OK,0.858196437358856,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.5690003698189166, ""> -5"": 0.4309996301810834}}",,OK,0.569000369818917,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.009080887, '> 10uM': 0.9909191}}",0.00908088684082031,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.49901627304427,OK,correct SMILES,OK,{},,OK,4.22232064903173,OK,correct SMILES,0.984023042179,Inconclusive,OK,correct SMILES,0.730985497034,Inconclusive
85,453.7,,147.8,OC1=CC(C2=C(F)C3=NC(OCCC4=NC=CN4CC(C)C)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(2-(1-isobutyl-1H-imidazol-2-yl)ethoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(2-(1-isobutyl-1H-imidazol-2-yl)ethoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(2-(1-isobutyl-1H-imidazol-2-yl)ethoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC(OCCC4=NC=CN4CC(C)C)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,CC(C)Cn1ccnc1CCOc1nc(N2C[C@@H]3CC[C@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,567.275801572,(M+H).,568.2,0.924198428000068,147.8,453.7,,CC(C)Cn1ccnc1CCO[*:1],C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,101.22,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9048307538032532, ""> 3"": 0.09516925364732742}}",,OK,0.904830753803253,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.5825954779598195, ""> -5"": 0.41740452204018064}}",,OK,0.582595477959819,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.11066103, '> 10uM': 0.88933897}}",0.110661029815674,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,3.2932107174461,OK,correct SMILES,OK,{},,OK,4.86805352946968,OK,correct SMILES,0.430646372104,Inconclusive,OK,correct SMILES,1.07929000318,Inconclusive
86,7919.9,,527559.5,COC1=CC=C(CCOC2=NC(N3C[C@@](N4)([H])CC[C@@]4([H])C3)=C(C=NC(C5=C6C(Cl)=CC=CC6=CC=C5)=C7F)C7=N2)C=N1,,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoro-2-(2-(6-methoxypyridin-3-yl)ethoxy)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoro-2-(2-(6-methoxypyridin-3-yl)ethoxy)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoro-2-(2-(6-methoxypyridin-3-yl)ethoxy)pyrido[4,3-d]pyrimidine",,,COC1=CC=C(CCOC2=NC(N3C[C@@](N4)([H])CC[C@@]4([H])C3)=C(C=NC(C5=C6C(Cl)=CC=CC6=CC=C5)=C7F)C7=N2)C=N1,COc1ccc(CCOc2nc(N3C[C@@H]4CC[C@H](C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)cn1,570.1946300842,(M+H).,571.2,1.00536991580009,527559.5,7919.9,,COc1ccc(CCO[*:1])cn1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Clc1cccc2cccc([*:4])c12,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,85.29,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.8998449444770813, ""> 3"": 0.1001550480723381}}",,OK,0.899844944477081,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.3731644359000296, ""> -5"": 0.6268355640999702}}",,OK,0.37316443590003,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.745393, '> 10uM': 0.25460702}}",0.745392978191376,,OK,inconclusive,OK,correct SMILES,OK,{},,OK,3.77219602753612,OK,correct SMILES,OK,{},,OK,5.61462748042083,OK,correct SMILES,0.48833442359,>100 uL/min/mg,OK,correct SMILES,0.989648146874,>120 uL/min/mg
